a,0,2,4,10,16,24,33,45,50,55,52,42,33,24,20,21,26,33,41,48,57,63,65,66,64,64,63
a,0,0,1,7,16,28,38,46,52,46,32,19,13,19,33,47,57,57,56,55
a,0,0,0,0,13,27,40,53,63,63,29,23,26,36,58,76,78,77
a,0,0,0,0,1,6,17,28,41,53,61,56,44,20,26,39,52,64,69,69,67
a,0,0,0,0,11,20,29,36,43,45,42,33,21,17,18,24,33,45,55,58,58,58
b,6,6,8,19,31,40,47,51,36,25,25,29,34,36,31,31,30
b,6,21,41,59,53,43,39,47,54,60,64,63,61,61,0
b,0,0,6,13,26,37,48,45,35,28,33,39,46,52,54,50,48,46,46,0
b,0,0,1,2,12,29,50,64,72,62,45,34,40,52,62,66,59,57,58,0
b,7,12,23,41,60,43,57,69,70,61,59,58
c,0,0,0,0,0,4,17,29,41,49,53,58,61,62,61,61
c,0,0,0,0,0,0,0,4,11,22,33,42,50,54,61,62,62,61,59
c,1,2,4,8,16,19,9,0,6,15,30,45,55,60,56,50,48,48
c,0,1,0,4,10,12,11,1,0,9,21,36,50,60,60,53,49,46,45,44,44
c,0,1,3,7,13,15,12,5,0,0,3,12,20,30,39,51,60,64,69,75,74,69,66,65,65,65,62
d,2,2,1,0,7,18,26,29,18,0,0,0,0,12,33,52,65,72,73,72,72
d,1,1,0,0,2,9,18,33,37,26,6,0,0,0,8,27,48,63,77,83,87,87,86,85
d,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,3,8,14,16,11,13,27,42,45,32,1,0,0,10,36,52,53,53,53,50
d,0,0,1,0,2,10,22,29,30,18,0,0,0,1,8,26,41,53,59,60,60
e,0,0,1,9,22,24,24,24,25,27,25,18,10,5,1,1,4,9,17,27,40,49,55,57,56,55,53,51,50,48
e,0,6,26,38,37,42,44,46,39,26,11,1,9,23,50,78,97,99,93,86,82,81,80
e,10,27,30,34,38,44,42,35,24,12,7,11,30,61,85,95,94,85,73,66,62,58,58,58,55
e,6,20,33,33,33,33,33,34,36,36,29,18,4,0,7,25,54,83,123,127,122,112,102,98,97,97,97,95
e,7,16,22,26,29,33,33,29,22,13,6,2,1,5,7,21,45,68,78,81,77,71,67,63,59,58,59,60,60
h,0,1,17,34,36,29,19,17,23,33,43,45,45,0
h,0,0,6,19,35,52,61,55,35,26,34,49,61,66,67
h,0,0,12,32,49,45,23,34,46,54,60,0
h,8,18,36,55,57,43,29,28,33,41,52,59,60,60,60
h,8,8,13,29,55,77,80,65,47,40,44,54,69,79,85,84
